corr_method,x,divkFa,CdivkF4
FN-DMC,0.3333333333333333,0.1,0.028133595707668827
FN-DMC,0.3333333333333333,0.11,0.02877381593860401
FN-DMC,0.3333333333333333,0.12,0.029429102691099284
FN-DMC,0.3333333333333333,0.13,0.030099494644204756
FN-DMC,0.3333333333333333,0.14,0.030785018259893427
FN-DMC,0.3333333333333333,0.15,0.03148568729551808
FN-DMC,0.3333333333333333,0.16,0.03220150236339865
FN-DMC,0.3333333333333333,0.17,0.032932450540963186
FN-DMC,0.3333333333333333,0.18,0.03367850503463849
FN-DMC,0.3333333333333333,0.19,0.03443962490043479
FN-DMC,0.3333333333333333,0.2,0.03521575482388987
FN-DMC,0.3333333333333333,0.21,0.03600682496173804
FN-DMC,0.3333333333333333,0.22,0.036812750847346365
FN-DMC,0.3333333333333333,0.23,0.03763343336161783
FN-DMC,0.3333333333333333,0.24,0.03846875877070202
FN-DMC,0.3333333333333333,0.25,0.03931859883147858
FN-DMC,0.3333333333333333,0.26,0.040182810965391176
FN-DMC,0.3333333333333333,0.27,0.04106123850081269
FN-DMC,0.3333333333333333,0.28,0.04195371098371715
FN-DMC,0.3333333333333333,0.29,0.04286004455602575
FN-DMC,0.3333333333333333,0.3,0.04378004240058356
FN-DMC,0.3333333333333333,0.31,0.044713495251315
FN-DMC,0.3333333333333333,0.32,0.04566018196670296
FN-DMC,0.3333333333333333,0.33,0.0466198701643392
FN-DMC,0.3333333333333333,0.34,0.04759231691390922
FN-DMC,0.3333333333333333,0.35000000000000003,0.048577269485602446
FN-DMC,0.3333333333333333,0.36,0.049574466150583196
FN-DMC,0.3333333333333333,0.37,0.050583637029821986
FN-DMC,0.3333333333333333,0.38,0.05160450498727241
FN-DMC,0.3333333333333333,0.39,0.05263678656308858
FN-DMC,0.3333333333333333,0.4,0.05368019294231516
FN-DMC,0.3333333333333333,0.41000000000000003,0.054734430954246516
FN-DMC,0.3333333333333333,0.42,0.055799204097448166
FN-DMC,0.3333333333333333,0.43,0.056874213585260604
FN-DMC,0.3333333333333333,0.44,0.05795915940646753
FN-DMC,0.3333333333333333,0.45,0.05905374139570623
FN-DMC,0.3333333333333333,0.46,0.06015766030812912
FN-DMC,0.3333333333333333,0.47000000000000003,0.06127061889279296
FN-DMC,0.3333333333333333,0.48,0.06239232295925571
FN-DMC,0.3333333333333333,0.49,0.06352248243190077
FN-DMC,0.3333333333333333,0.5,0.0646608123865839
FN-DMC,0.3333333333333333,0.51,0.06580703406430936
FN-DMC,0.3333333333333333,0.52,0.06696087585678714
FN-DMC,0.3333333333333333,0.53,0.06812207425890086
FN-DMC,0.3333333333333333,0.54,0.06929037478332807
FN-DMC,0.3333333333333333,0.55,0.07046553283279348
FN-DMC,0.3333333333333333,0.56,0.0716473145257058
FN-DMC,0.3333333333333333,0.5700000000000001,0.07283549747122305
FN-DMC,0.3333333333333333,0.58,0.07402987149011062
FN-DMC,0.3333333333333333,0.59,0.07523023927809637
FN-DMC,0.3333333333333333,0.6,0.07643641700878584
FN-DMC,0.3333333333333333,0.61,0.07764823487357607
FN-DMC,0.3333333333333333,0.62,0.07886553755639408
FN-DMC,0.3333333333333333,0.63,0.0800881846414846
FN-DMC,0.3333333333333333,0.64,0.0813160509528772
FN-DMC,0.3333333333333333,0.65,0.08254902682457246
FN-DMC,0.3333333333333333,0.66,0.08378701830089728
FN-DMC,0.3333333333333333,0.67,0.08502994726688938
FN-DMC,0.3333333333333333,0.68,0.08627775150897436
FN-DMC,0.3333333333333333,0.6900000000000001,0.08753038470659659
FN-DMC,0.3333333333333333,0.7000000000000001,0.08878781635584972
FN-DMC,0.3333333333333333,0.71,0.09005003162652893
FN-DMC,0.3333333333333333,0.72,0.09131703115438226
FN-DMC,0.3333333333333333,0.73,0.0925888307706809
FN-DMC,0.3684210526315789,0.0,0.024714778901555358
FN-DMC,0.3684210526315789,0.01,0.025261240014629496
FN-DMC,0.3684210526315789,0.02,0.025823739531545677
FN-DMC,0.3684210526315789,0.03,0.026402433486619265
FN-DMC,0.3684210526315789,0.04,0.02699747102494458
FN-DMC,0.3684210526315789,0.05,0.027608993495485377
FN-DMC,0.3684210526315789,0.06,0.0282371335524319
FN-DMC,0.3684210526315789,0.07,0.028882014269864396
FN-DMC,0.3684210526315789,0.08,0.029543748274831232
FN-DMC,0.3684210526315789,0.09,0.030222436903986724
FN-DMC,0.3684210526315789,0.1,0.030918169388936517
FN-DMC,0.3684210526315789,0.11,0.03163102207540653
FN-DMC,0.3684210526315789,0.12,0.032361057681284826
FN-DMC,0.3684210526315789,0.13,0.03310832459848296
FN-DMC,0.3684210526315789,0.14,0.03387285624342508
FN-DMC,0.3684210526315789,0.15,0.0346546704607991
FN-DMC,0.3684210526315789,0.16,0.035453768984994895
FN-DMC,0.3684210526315789,0.17,0.036270136963411116
FN-DMC,0.3684210526315789,0.18,0.037103742545534904
FN-DMC,0.3684210526315789,0.19,0.03795453654138979
FN-DMC,0.3684210526315789,0.2,0.03882245215260748
FN-DMC,0.3684210526315789,0.21,0.039707404779011024
FN-DMC,0.3684210526315789,0.22,0.04060929190320244
FN-DMC,0.3684210526315789,0.23,0.041527993055229244
FN-DMC,0.3684210526315789,0.24,0.04246336985896446
FN-DMC,0.3684210526315789,0.25,0.04341526616137674
FN-DMC,0.3684210526315789,0.26,0.04438350824539304
FN-DMC,0.3684210526315789,0.27,0.045367905126571205
FN-DMC,0.3684210526315789,0.28,0.04636824893330476
FN-DMC,0.3684210526315789,0.29,0.047384315369782944
FN-DMC,0.3684210526315789,0.3,0.04841586426042751
FN-DMC,0.3684210526315789,0.31,0.04946264017402853
FN-DMC,0.3684210526315789,0.32,0.050524373125308386
FN-DMC,0.3684210526315789,0.33,0.05160077935115827
FN-DMC,0.3684210526315789,0.34,0.05269156215832156
FN-DMC,0.3684210526315789,0.35000000000000003,0.05379641283884334
FN-DMC,0.3684210526315789,0.36,0.05491501164917126
FN-DMC,0.3684210526315789,0.37,0.05604702884838323
FN-DMC,0.3684210526315789,0.38,0.05719212579063191
FN-DMC,0.3684210526315789,0.39,0.058349956066543224
FN-DMC,0.3684210526315789,0.4,0.05952016668798362
FN-DMC,0.3684210526315789,0.41000000000000003,0.060702399310323785
FN-DMC,0.3684210526315789,0.42,0.061896291486077976
FN-DMC,0.3684210526315789,0.43,0.06310147794358682
FN-DMC,0.3684210526315789,0.44,0.06431759188424295
FN-DMC,0.3684210526315789,0.45,0.06554426629163142
FN-DMC,0.3684210526315789,0.46,0.06678113524587313
FN-DMC,0.3684210526315789,0.47000000000000003,0.06802783523641998
FN-DMC,0.3684210526315789,0.48,0.06928400646655448
FN-DMC,0.3684210526315789,0.49,0.07054929414289597
FN-DMC,0.3684210526315789,0.5,0.07182334974330737
FN-DMC,0.3684210526315789,0.51,0.07310583225673287
FN-DMC,0.3684210526315789,0.52,0.07439640938867435
FN-DMC,0.3684210526315789,0.53,0.07569475872623226
FN-DMC,0.3684210526315789,0.54,0.07700056885689495
FN-DMC,0.3684210526315789,0.55,0.07831354043555361
FN-DMC,0.3684210526315789,0.56,0.0796333871945489
FN-DMC,0.3684210526315789,0.5700000000000001,0.0809598368919161
FN-DMC,0.3684210526315789,0.58,0.0822926321933851
FN-DMC,0.3684210526315789,0.59,0.08363153148410762
FN-DMC,0.3684210526315789,0.6,0.08497630960652218
FN-DMC,0.3684210526315789,0.61,0.08632675852122648
FN-DMC,0.3684210526315789,0.62,0.08768268788820018
FN-DMC,0.3684210526315789,0.63,0.08904392556620823
FN-DMC,0.3684210526315789,0.64,0.09041031802871047
FN-DMC,0.3684210526315789,0.65,0.09178173069510348
FN-DMC,0.3684210526315789,0.66,0.09315804817662268
FN-DMC,0.3684210526315789,0.67,0.09453917443673322
FN-DMC,0.3684210526315789,0.68,0.09592503286633099
FN-DMC,0.3684210526315789,0.6900000000000001,0.09731556627456123
FN-DMC,0.3684210526315789,0.7000000000000001,0.09871073679653347
FN-DMC,0.3684210526315789,0.71,0.10011052571966858
FN-DMC,0.3684210526315789,0.72,0.10151493323085062
FN-DMC,0.3684210526315789,0.73,0.10292397808697325
FN-DMC,0.47368421052631576,0.0,0.030959998516469318
FN-DMC,0.47368421052631576,0.01,0.03166381572468029
FN-DMC,0.47368421052631576,0.02,0.03238983824873643
FN-DMC,0.47368421052631576,0.03,0.03313833025411228
FN-DMC,0.47368421052631576,0.04,0.03390954436707123
FN-DMC,0.47368421052631576,0.05,0.034703720168875685
FN-DMC,0.47368421052631576,0.06,0.03552108270400807
FN-DMC,0.47368421052631576,0.07,0.03636184101075051
FN-DMC,0.47368421052631576,0.08,0.03722618668258303
FN-DMC,0.47368421052631576,0.09,0.03811429246891868
FN-DMC,0.47368421052631576,0.1,0.03902631092369766
FN-DMC,0.47368421052631576,0.11,0.03996237311030744
FN-DMC,0.47368421052631576,0.12,0.040922587371184496
FN-DMC,0.47368421052631576,0.13,0.04190703817028129
FN-DMC,0.47368421052631576,0.14,0.042915785016351855
FN-DMC,0.47368421052631576,0.15,0.0439488614747203
FN-DMC,0.47368421052631576,0.16,0.0450062742748483
FN-DMC,0.47368421052631576,0.17,0.04608800252061419
FN-DMC,0.47368421052631576,0.18,0.04719399700975579
FN-DMC,0.47368421052631576,0.19,0.04832417966841725
FN-DMC,0.47368421052631576,0.2,0.049478443106176564
FN-DMC,0.47368421052631576,0.21,0.05065665029632131
FN-DMC,0.47368421052631576,0.22,0.051858634385485707
FN-DMC,0.47368421052631576,0.23,0.05308419863606946
FN-DMC,0.47368421052631576,0.24,0.05433311650413045
FN-DMC,0.47368421052631576,0.25,0.05560513185468467
FN-DMC,0.47368421052631576,0.26,0.05689995931556247
FN-DMC,0.47368421052631576,0.27,0.05821728477016695
FN-DMC,0.47368421052631576,0.28,0.05955676598866123
FN-DMC,0.47368421052631576,0.29,0.0609180333962851
FN-DMC,0.47368421052631576,0.3,0.062300690976672124
FN-DMC,0.47368421052631576,0.31,0.06370431730721182
FN-DMC,0.47368421052631576,0.32,0.0651284667226864
FN-DMC,0.47368421052631576,0.33,0.06657267060260984
FN-DMC,0.47368421052631576,0.34,0.06803643877691842
FN-DMC,0.47368421052631576,0.35000000000000003,0.06951926104391182
FN-DMC,0.47368421052631576,0.36,0.0710206087936238
FN-DMC,0.47368421052631576,0.37,0.0725399367291251
FN-DMC,0.47368421052631576,0.38,0.07407668467762452
FN-DMC,0.47368421052631576,0.39,0.07563027948264989
FN-DMC,0.47368421052631576,0.4,0.0772001369680585
FN-DMC,0.47368421052631576,0.41000000000000003,0.07878566396415229
FN-DMC,0.47368421052631576,0.42,0.08038626038576227
FN-DMC,0.47368421052631576,0.43,0.08200132135181748
FN-DMC,0.47368421052631576,0.44,0.0836302393356367
FN-DMC,0.47368421052631576,0.45,0.08527240633496941
FN-DMC,0.47368421052631576,0.46,0.08692721605067621
FN-DMC,0.47368421052631576,0.47000000000000003,0.0885940660628729
FN-DMC,0.47368421052631576,0.48,0.09027235999337044
FN-DMC,0.47368421052631576,0.49,0.09196150964332458
FN-DMC,0.47368421052631576,0.5,0.09366093709516245
FN-DMC,0.47368421052631576,0.51,0.0953700767680782
FN-DMC,0.47368421052631576,0.52,0.09708837741668509
FN-DMC,0.47368421052631576,0.53,0.09881530406277138
FN-DMC,0.47368421052631576,0.54,0.1005503398505357
FN-DMC,0.47368421052631576,0.55,0.10229298781616226
FN-DMC,0.47368421052631576,0.56,0.10404277256314165
FN-DMC,0.47368421052631576,0.5700000000000001,0.10579924183533891
FN-DMC,0.47368421052631576,0.58,0.1075619679804562
FN-DMC,0.47368421052631576,0.59,0.10933054929722501
FN-DMC,0.47368421052631576,0.6,0.1111046112603885
FN-DMC,0.47368421052631576,0.61,0.11288380761829374
FN-DMC,0.47368421052631576,0.62,0.11466782135869714
FN-DMC,0.47368421052631576,0.63,0.11645636553919225
FN-DMC,0.47368421052631576,0.64,0.11824918397948848
FN-DMC,0.47368421052631576,0.65,0.12004605181359768
FN-DMC,0.47368421052631576,0.66,0.12184677590081557
FN-DMC,0.47368421052631576,0.67,0.12365119509521263
FN-DMC,0.47368421052631576,0.68,0.12545918037416556
FN-DMC,0.47368421052631576,0.6900000000000001,0.12727063482726253
FN-DMC,0.47368421052631576,0.7000000000000001,0.12908549350769735
FN-DMC,0.47368421052631576,0.71,0.13090372314902157
FN-DMC,0.47368421052631576,0.72,0.1327253217508479
FN-DMC,0.47368421052631576,0.73,0.1345503180377868
FN-DMC,0.5757575757575758,0.0,0.0366204835579188
FN-DMC,0.5757575757575758,0.01,0.03747634149709921
FN-DMC,0.5757575757575758,0.02,0.038361067910045954
FN-DMC,0.5757575757575758,0.03,0.03927505971301334
FN-DMC,0.5757575757575758,0.04,0.040218696613402126
FN-DMC,0.5757575757575758,0.05,0.04119233887804673
FN-DMC,0.5757575757575758,0.06,0.04219632512256999
FN-DMC,0.5757575757575758,0.07,0.04323097013415714
FN-DMC,0.5757575757575758,0.08,0.04429656274026339
FN-DMC,0.5757575757575758,0.09,0.04539336373585567
FN-DMC,0.5757575757575758,0.1,0.04652160388179089
FN-DMC,0.5757575757575758,0.11,0.04768148198685194
FN-DMC,0.5757575757575758,0.12,0.04887316308579419
FN-DMC,0.5757575757575758,0.13,0.05009677672550108
FN-DMC,0.5757575757575758,0.14,0.05135241537100405
