divkFa,Nup,Ndown,x,scaled_E,corr_method,lsite
0.2,57,33,0.5789473684210527,0.5574318303150767,Chevy-CCD,6
0.2,57,7,0.12280701754385964,0.8703963282809131,Chevy-CID,6
0.2,57,7,0.12280701754385964,0.8924085648357953,Chevy-CID,8
0.2,57,7,0.12280701754385964,0.9049756477754749,Chevy-CID,10
0.2,33,7,0.21212121212121213,0.8265072447823961,Chevy-CID,6
0.2,33,7,0.21212121212121213,0.8565422850005568,Chevy-CID,8
0.2,33,7,0.21212121212121213,0.8734085806325101,Chevy-CID,10
0.2,27,7,0.25925925925925924,0.81240574539392,Chevy-CID,6
0.2,27,7,0.25925925925925924,0.8457743826562744,Chevy-CID,8
0.2,27,7,0.25925925925925924,0.8644283656357749,Chevy-CID,10
0.2,57,19,0.3333333333333333,0.768974281733148,Chevy-CID,6
0.2,57,19,0.3333333333333333,0.8382809078817307,Chevy-CID,8
0.2,19,7,0.3684210526315789,0.7966959309181588,Chevy-CID,6
0.2,19,7,0.3684210526315789,0.8367371641495615,Chevy-CID,8
0.2,19,7,0.3684210526315789,0.859214829719376,Chevy-CID,10
0.2,57,27,0.47368421052631576,0.7508283959158887,Chevy-CID,6
0.2,57,27,0.47368421052631576,0.8522472192803183,Chevy-CID,8
0.2,33,19,0.5757575757575758,0.8098443145842508,Chevy-CID,6
0.2,33,19,0.5757575757575758,0.901888754910736,Chevy-CID,8
0.2,33,19,0.5757575757575758,0.9531320542854792,Chevy-CID,10
0.2,27,19,0.7037037037037037,0.8715264450760065,Chevy-CID,6
0.2,27,19,0.7037037037037037,0.9735131497352058,Chevy-CID,8
0.2,27,19,0.7037037037037037,1.030213782081601,Chevy-CID,10
0.2,33,27,0.8181818181818182,0.9173746696581517,Chevy-CID,6
0.2,33,27,0.8181818181818182,1.0509273950278737,Chevy-CID,8
0.2,33,27,0.8181818181818182,1.1253020995049678,Chevy-CID,10
0.4,57,7,0.12280701754385964,0.7372669192999034,Chevy-CCD,6
0.4,57,7,0.12280701754385964,0.7645943855717152,Chevy-CCD,8
0.4,57,7,0.12280701754385964,0.7794606388798708,Chevy-CCD,10
0.4,57,7,0.12280701754385964,0.7881184047935725,Chevy-CCD,12
0.4,33,7,0.21212121212121213,0.6146682580168592,Chevy-CCD,6
0.4,33,7,0.21212121212121213,0.648569246357104,Chevy-CCD,8
0.4,33,7,0.21212121212121213,0.6656398216733452,Chevy-CCD,10
0.4,33,7,0.21212121212121213,0.675643718436776,Chevy-CCD,12
0.4,27,7,0.25925925925925924,0.5645008030700212,Chevy-CCD,6
0.4,27,7,0.25925925925925924,0.5999316847742153,Chevy-CCD,8
0.4,27,7,0.25925925925925924,0.6176594569145513,Chevy-CCD,10
0.4,27,7,0.25925925925925924,0.6282153640048561,Chevy-CCD,12
0.4,57,19,0.3333333333333333,0.3962516058923321,Chevy-CCD,6
0.4,57,19,0.3333333333333333,0.46330606730847285,Chevy-CCD,8
0.4,57,19,0.3333333333333333,0.4966474773373403,Chevy-CCD,10
0.4,57,19,0.3333333333333333,0.5143575001096599,Chevy-CCD,12
0.4,19,7,0.3684210526315789,0.45412983063310725,Chevy-CCD,6
0.4,19,7,0.3684210526315789,0.49004252513288094,Chevy-CCD,8
0.4,19,7,0.3684210526315789,0.5082259227422572,Chevy-CCD,10
0.4,19,7,0.3684210526315789,0.519201108852319,Chevy-CCD,12
0.4,57,27,0.47368421052631576,0.23642667248541566,Chevy-CCD,6
0.4,57,7,0.12280701754385964,0.8057262824541769,Chevy-CID,6
0.4,57,7,0.12280701754385964,0.8518260352023537,Chevy-CID,8
0.4,57,7,0.12280701754385964,0.8741886267699809,Chevy-CID,10
0.4,33,7,0.21212121212121213,0.7452251859166885,Chevy-CID,6
0.4,33,7,0.21212121212121213,0.8011545415784831,Chevy-CID,8
0.4,33,7,0.21212121212121213,0.8292007698658682,Chevy-CID,10
0.4,27,7,0.25925925925925924,0.7228390962765278,Chevy-CID,6
0.4,27,7,0.25925925925925924,0.783091086384519,Chevy-CID,8
0.4,27,7,0.25925925925925924,0.8135545390081728,Chevy-CID,10
0.4,57,19,0.3333333333333333,0.6225602490745192,Chevy-CID,6
0.4,57,19,0.3333333333333333,0.7552651133509293,Chevy-CID,8
0.4,19,7,0.3684210526315789,0.688897716163789,Chevy-CID,6
0.4,19,7,0.3684210526315789,0.7578375369684129,Chevy-CID,8
0.4,19,7,0.3684210526315789,0.7934117559591205,Chevy-CID,10
0.4,57,27,0.47368421052631576,0.5535224150117797,Chevy-CID,6
0.4,57,27,0.47368421052631576,0.7435834068214415,Chevy-CID,8
0.4,33,19,0.5757575757575758,0.6380039373145842,Chevy-CID,6
0.4,33,19,0.5757575757575758,0.7956516434513015,Chevy-CID,8
0.4,33,19,0.5757575757575758,0.8740785407362677,Chevy-CID,10
0.4,27,19,0.7037037037037037,0.6868687470329107,Chevy-CID,6
0.4,27,19,0.7037037037037037,0.8559786954365081,Chevy-CID,8
0.4,27,19,0.7037037037037037,0.9410737657836195,Chevy-CID,10
0.4,33,27,0.8181818181818182,0.690616582582392,Chevy-CID,6
0.4,33,27,0.8181818181818182,0.914808413306498,Chevy-CID,8
0.4,33,27,0.8181818181818182,1.0263659019120905,Chevy-CID,10
